nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_E_score,original_decile,E_expanded_decile,UK_IMD_E_rank,UK_IMD_E_pop_decile,UK_IMD_E_pop_quintile
E,E01028030,27.98,26.200000000000003,17.299999999999997,27.98,3,3,11222.0,3,2
E,E01016360,27.978,31.2,12.4,27.978,3,3,11223.0,3,2
E,E01010848,27.977,25.8,14.000000000000002,27.977,3,3,11224.0,3,2
E,E01003267,27.976,37.0,18.6,27.976,3,3,11225.0,3,2
E,E01014321,27.974,23.3,16.400000000000002,27.974,3,3,11226.0,3,2
S,S01011528,41.35901662535455,21.0,21.0,27.97182628760882,2,3,11227.0,3,2
S,S01006627,36.289903745088246,16.0,14.0,27.97100578506004,2,3,11228.0,3,2
E,E01001097,27.97,32.2,18.6,27.97,3,3,11229.0,3,2
W,W01000752,37.2,29.0,17.0,27.96987481981717,2,3,11230.0,3,2
E,E01003295,27.967,31.4,18.8,27.967,3,3,11232.0,3,2
E,E01024481,27.967,26.3,18.3,27.967,3,3,11232.0,3,2
E,E01034949,27.967,33.0,15.8,27.967,3,3,11232.0,3,2
E,E01029472,27.966,32.5,19.1,27.966,3,3,11234.0,3,2
E,E01027111,27.965,29.7,15.1,27.965,3,3,11235.0,3,2
E,E01030022,27.962,24.8,15.4,27.962,3,3,11236.0,3,2
E,E01026784,27.956,26.8,17.1,27.956,3,3,11237.0,3,2
E,E01001006,27.954,38.6,16.2,27.954,3,3,11238.5,3,2
E,E01035445,27.954,25.8,12.3,27.954,3,3,11238.5,3,2
E,E01026646,27.953,21.7,14.299999999999999,27.953,3,3,11240.0,3,2
E,E01024623,27.951,27.1,18.0,27.951,3,3,11241.5,3,2
E,E01015061,27.951,27.900000000000002,17.299999999999997,27.951,3,3,11241.5,3,2
E,E01026279,27.95,26.1,16.6,27.95,3,3,11243.0,3,2
E,E01003695,27.949,34.599999999999994,17.0,27.949,3,3,11244.0,3,2
E,E01004189,27.948,34.1,18.0,27.948,3,3,11245.0,3,2
E,E01000785,27.947,30.7,19.7,27.947,3,3,11246.0,3,2
E,E01031856,27.946,30.4,21.5,27.946,3,3,11247.0,3,2
E,E01003162,27.944,33.1,16.0,27.944,3,3,11248.0,3,2
E,E01011489,27.943,30.8,16.1,27.943,3,3,11249.0,3,2
S,S01012108,39.88549270589573,25.0,19.0,27.942291453571237,2,3,11250.0,3,2
E,E01003662,27.94,35.099999999999994,13.200000000000001,27.94,3,3,11251.0,3,2
E,E01003069,27.938,33.7,18.3,27.938,3,3,11252.0,3,2
E,E01013547,27.937,22.0,12.7,27.937,3,3,11254.0,3,2
E,E01001229,27.937,35.199999999999996,16.6,27.937,3,3,11254.0,3,2
E,E01019666,27.937,30.8,18.4,27.937,3,3,11254.0,3,2
E,E01002823,27.935,32.1,18.4,27.935,3,3,11256.0,3,2
E,E01010985,27.934,23.799999999999997,16.0,27.934,3,3,11257.5,3,2
E,E01001594,27.934,41.0,17.299999999999997,27.934,3,3,11257.5,3,2
E,E01004909,27.933,31.8,18.4,27.933,3,3,11259.0,3,2
E,E01023077,27.932,29.2,15.7,27.932,3,3,11260.5,3,2
E,E01026606,27.932,18.099999999999998,17.599999999999998,27.932,3,3,11260.5,3,2
S,S01011637,40.60040323733072,22.0,20.0,27.931657899789656,2,3,11262.0,3,2
E,E01001719,27.931,35.5,15.0,27.931,3,3,11263.0,3,2
E,E01034503,27.929,30.3,17.8,27.929,3,3,11264.5,3,2
E,E01027060,27.929,29.5,16.1,27.929,3,3,11264.5,3,2
E,E01030163,27.927,30.3,18.4,27.927,3,3,11266.0,3,2
S,S01011306,42.04442521950716,28.0,22.0,27.926898506586433,2,3,11267.0,3,2
S,S01007861,36.25155104939169,18.0,14.0,27.92642308362844,2,3,11268.0,3,2
E,E01013611,27.925,21.8,15.9,27.925,3,3,11269.0,3,2
E,E01007490,27.924,20.4,14.299999999999999,27.924,3,3,11270.0,3,2
E,E01023756,27.921,34.2,18.3,27.921,3,3,11271.0,3,2
N,95BB05S2,14.633632664866417,11.3,18.9,27.91914150565302,7,3,11272.0,3,2
E,E01029298,27.918,28.000000000000004,18.3,27.918,3,3,11273.0,3,2
S,S01007924,37.69081389574684,22.0,16.0,27.916131481344756,2,3,11274.0,3,2
E,E01004000,27.916,33.2,17.5,27.916,3,3,11275.0,3,2
E,E01016449,27.915,35.099999999999994,15.2,27.915,3,3,11276.5,3,2
E,E01026224,27.915,33.0,19.5,27.915,3,3,11276.5,3,2
E,E01013249,27.913,26.0,15.5,27.913,3,3,11278.0,3,2
E,E01026311,27.911,33.1,19.8,27.911,3,3,11279.0,3,2
E,E01003184,27.909,35.8,16.0,27.909,3,3,11280.0,3,2
E,E01004563,27.908,43.2,15.9,27.908,3,3,11281.0,3,2
E,E01006839,27.907,23.9,19.7,27.907,3,3,11282.0,3,2
E,E01026353,27.906,27.6,16.8,27.906,3,3,11283.0,3,2
E,E01027081,27.905,34.699999999999996,18.7,27.905,3,3,11284.0,3,2
E,E01034670,27.904,28.199999999999996,14.099999999999998,27.904,3,3,11285.5,3,2
E,E01014809,27.904,27.3,18.099999999999998,27.904,3,3,11285.5,3,2
E,E01005469,27.903,29.9,15.6,27.903,3,3,11287.5,3,2
E,E01005451,27.903,34.5,15.8,27.903,3,3,11287.5,3,2
E,E01029985,27.901,28.799999999999997,15.8,27.901,3,3,11289.0,3,2
S,S01011422,35.49973255308431,19.0,13.0,27.894153348645855,2,3,11290.0,3,2
E,E01008095,27.894,31.0,14.799999999999999,27.894,3,3,11291.0,3,2
S,S01012882,37.67113149705212,25.0,16.0,27.893251876964214,2,3,11292.0,3,2
E,E01017654,27.893,35.5,16.5,27.893,3,3,11293.0,3,2
E,E01000130,27.891,31.8,16.3,27.891,3,3,11294.5,3,2
E,E01026075,27.891,19.8,14.099999999999998,27.891,3,3,11294.5,3,2
E,E01017904,27.89,33.300000000000004,15.0,27.89,3,3,11296.0,3,2
E,E01010847,27.889,29.799999999999997,15.1,27.889,3,3,11297.5,3,2
E,E01001767,27.889,33.7,16.0,27.889,3,3,11297.5,3,2
E,E01001879,27.886,28.999999999999996,15.4,27.886,3,3,11299.0,3,2
E,E01000867,27.883,33.4,16.1,27.883,3,3,11301.0,3,2
E,E01031556,27.883,34.1,16.6,27.883,3,3,11301.0,3,2
E,E01019838,27.883,26.1,17.599999999999998,27.883,3,3,11301.0,3,2
E,E01003099,27.882,29.599999999999998,12.3,27.882,3,3,11303.0,3,2
E,E01007637,27.881,21.7,16.7,27.881,3,3,11304.0,3,2
S,S01007713,39.83202080248737,24.0,19.0,27.880133582753082,2,3,11305.0,3,2
W,W01001690,36.0,24.0,12.0,27.876480697836747,2,3,11306.0,3,2
E,E01015172,27.876,21.8,19.3,27.876,3,3,11307.0,3,2
W,W01001341,37.3,29.0,18.0,27.87403814822995,2,3,11308.0,3,2
E,E01020518,27.874,33.6,18.8,27.874,3,3,11309.5,3,2
E,E01017619,27.874,34.1,16.3,27.874,3,3,11309.5,3,2
N,95TT16W1,16.118163047066304,14.1,16.4,27.870411529525864,6,3,11311.0,3,2
E,E01015290,27.87,21.3,14.299999999999999,27.87,3,3,11312.0,3,2
S,S01008220,37.64706231727845,26.0,16.0,27.865272903490133,2,3,11313.0,3,2
E,E01028185,27.865,32.4,19.7,27.865,3,3,11314.5,3,2
E,E01011799,27.865,28.999999999999996,20.599999999999998,27.865,3,3,11314.5,3,2
E,E01006639,27.863,30.0,21.3,27.863,3,3,11316.5,3,2
E,E01004404,27.863,41.3,16.2,27.863,3,3,11316.5,3,2
E,E01007465,27.861,29.599999999999998,16.8,27.861,3,3,11318.0,3,2
E,E01031170,27.855,26.8,15.299999999999999,27.855,3,3,11319.0,3,2
E,E01007488,27.853,19.5,14.6,27.853,3,3,11320.0,3,2
E,E01006854,27.851,25.0,18.2,27.851,3,3,11321.0,3,2
E,E01007536,27.85,22.1,16.900000000000002,27.85,3,3,11322.0,3,2
E,E01034474,27.848,31.2,11.5,27.848,3,3,11323.5,3,2
E,E01018918,27.848,24.8,14.7,27.848,3,3,11323.5,3,2
E,E01027474,27.847,30.5,18.8,27.847,3,3,11325.0,3,2
E,E01016919,27.846,36.6,20.200000000000003,27.846,3,3,11326.0,3,2
E,E01000613,27.845,35.4,13.600000000000001,27.845,3,3,11327.0,3,2
E,E01010602,27.843,33.2,14.7,27.843,3,3,11328.0,3,2
E,E01019450,27.842,30.3,20.0,27.842,3,3,11329.0,3,2
E,E01015956,27.841,34.300000000000004,14.099999999999998,27.841,3,3,11330.0,3,2
E,E01024219,27.839,31.1,20.7,27.839,3,3,11331.0,3,2
E,E01008093,27.838,24.6,14.099999999999998,27.838,3,3,11332.0,3,2
E,E01024226,27.836,29.4,19.400000000000002,27.836,3,3,11333.5,3,2
E,E01012363,27.836,22.6,14.799999999999999,27.836,3,3,11333.5,3,2
E,E01033491,27.835,26.700000000000003,15.299999999999999,27.835,3,3,11335.0,3,2
S,S01007350,39.0660832160197,28.0,18.0,27.831451254870068,2,3,11336.0,3,2
E,E01011044,27.83,32.7,14.899999999999999,27.83,3,3,11337.0,3,2
E,E01008148,27.829,29.5,20.0,27.829,3,3,11338.0,3,2
E,E01015510,27.828,28.799999999999997,13.600000000000001,27.828,3,3,11339.0,3,2
E,E01032445,27.827,29.299999999999997,18.7,27.827,3,3,11340.0,3,2
S,S01010714,37.6137870656413,22.0,16.0,27.82659242531624,2,3,11341.0,3,2
E,E01009626,27.826,35.8,17.4,27.826,3,3,11342.0,3,2
N,95BB17S2,15.51074022062978,12.1,17.3,27.823300225836274,6,3,11343.0,3,2
E,E01008842,27.823,27.6,19.2,27.823,3,3,11344.5,3,2
E,E01032751,27.823,29.4,14.299999999999999,27.823,3,3,11344.5,3,2
E,E01028192,27.816,32.0,20.4,27.816,3,3,11346.0,3,2
E,E01006171,27.813,30.599999999999998,22.5,27.813,3,3,11347.5,3,2
E,E01030257,27.813,26.5,18.2,27.813,3,3,11347.5,3,2
S,S01011224,40.49721860150928,22.0,20.0,27.811711968281923,2,3,11349.0,3,2
E,E01000079,27.809,36.9,17.2,27.809,3,3,11350.0,3,2
S,S01007896,37.595476942634654,19.0,16.0,27.80530800886636,2,3,11351.0,3,2
E,E01020810,27.805,24.3,18.0,27.805,3,3,11352.0,3,2
E,E01001940,27.803,34.1,14.299999999999999,27.803,3,3,11353.0,3,2
E,E01028133,27.802,25.0,17.8,27.802,3,3,11354.0,3,2
E,E01000466,27.799,36.8,18.4,27.799,3,3,11355.0,3,2
E,E01029603,27.794,24.3,19.0,27.794,3,3,11356.0,3,2
E,E01002118,27.787,35.9,13.100000000000001,27.787,3,3,11357.0,3,2
E,E01014106,27.778,33.1,20.1,27.778,3,3,11358.0,3,2
E,E01008708,27.775,26.400000000000002,19.2,27.775,3,3,11359.0,3,2
E,E01010218,27.773,27.800000000000004,19.0,27.773,3,3,11360.5,3,2
E,E01016454,27.773,33.4,16.2,27.773,3,3,11360.5,3,2
N,95WW18W1,15.69970754056198,11.6,16.9,27.772492569993066,6,3,11362.0,3,2
E,E01031553,27.772,35.099999999999994,15.7,27.772,3,3,11363.0,3,2
E,E01017453,27.765,30.3,21.7,27.765,3,3,11364.0,3,2
S,S01008199,38.28465411798047,20.0,17.0,27.764760976761515,2,3,11365.0,3,2
E,E01011184,27.762,29.9,17.0,27.762,3,3,11366.5,3,2
E,E01023891,27.762,37.7,14.899999999999999,27.762,3,3,11366.5,3,2
E,E01002879,27.759,33.7,15.299999999999999,27.759,3,3,11368.5,3,2
E,E01005562,27.759,26.8,17.1,27.759,3,3,11368.5,3,2
E,E01029179,27.758,24.7,14.899999999999999,27.758,3,3,11370.0,3,2
E,E01007177,27.755,32.800000000000004,18.8,27.755,3,3,11371.5,3,2
E,E01014282,27.755,20.200000000000003,11.200000000000001,27.755,3,3,11371.5,3,2
E,E01021503,27.754,26.900000000000002,15.6,27.754,3,3,11373.0,3,2
E,E01014661,27.751,31.900000000000002,15.7,27.751,3,3,11374.0,3,2
E,E01000586,27.75,31.2,12.9,27.75,3,3,11376.0,3,2
E,E01019120,27.75,18.6,14.7,27.75,3,3,11376.0,3,2
E,E01002219,27.75,38.1,12.3,27.75,3,3,11376.0,3,2
E,E01020096,27.749,25.900000000000002,17.9,27.749,3,3,11378.0,3,2
E,E01032406,27.748,25.8,15.0,27.748,3,3,11379.0,3,2
N,95CC02W1,16.47231515804533,14.4,15.6,27.74773034451429,6,3,11380.0,3,2
E,E01008362,27.747,19.900000000000002,11.5,27.747,3,3,11381.0,3,2
E,E01002862,27.746,31.1,14.799999999999999,27.746,3,3,11382.0,3,2
E,E01020005,27.745,32.5,19.0,27.745,3,3,11383.0,3,2
E,E01020292,27.742,22.3,11.799999999999999,27.742,3,3,11384.0,3,2
E,E01002548,27.738,33.300000000000004,14.799999999999999,27.738,3,3,11385.5,3,2
E,E01015042,27.738,28.499999999999996,17.8,27.738,3,3,11385.5,3,2
E,E01031081,27.736,30.3,16.5,27.736,3,3,11388.5,3,2
E,E01008379,27.736,28.7,21.9,27.736,3,3,11388.5,3,2
E,E01008561,27.736,34.0,20.200000000000003,27.736,3,3,11388.5,3,2
E,E01003097,27.736,32.800000000000004,17.4,27.736,3,3,11388.5,3,2
S,S01009167,36.81101224775207,22.0,15.0,27.735089032050283,2,3,11391.0,3,2
E,E01001264,27.734,38.2,15.2,27.734,3,3,11392.0,3,2
E,E01035412,27.733,31.900000000000002,16.6,27.733,3,3,11393.5,3,2
E,E01014683,27.733,27.800000000000004,16.900000000000002,27.733,3,3,11393.5,3,2
E,E01000900,27.732,31.5,17.4,27.732,3,3,11395.5,3,2
E,E01022160,27.732,35.5,16.400000000000002,27.732,3,3,11395.5,3,2
S,S01011441,36.80409098905406,22.0,15.0,27.727043485199925,2,3,11397.0,3,2
E,E01031012,27.725,27.800000000000004,20.4,27.725,3,3,11398.5,3,2
E,E01001836,27.725,31.0,17.0,27.725,3,3,11398.5,3,2
W,W01001866,36.9,27.0,17.0,27.72448447128152,2,3,11400.0,3,2
S,S01011044,36.80166943235927,26.0,15.0,27.72422857122418,2,3,11401.0,3,2
E,E01005465,27.723,27.400000000000002,17.299999999999997,27.723,3,3,11402.0,3,2
N,95GG28S1,15.52007704964431,11.0,17.1,27.72247580814017,6,3,11403.0,3,2
E,E01005998,27.722,30.5,15.8,27.722,3,3,11404.0,3,2
E,E01017058,27.721,31.1,17.4,27.721,3,3,11405.0,3,2
E,E01006390,27.72,27.3,18.7,27.72,3,3,11406.5,3,2
E,E01021319,27.72,30.5,16.400000000000002,27.72,3,3,11406.5,3,2
E,E01008004,27.718,30.099999999999998,19.7,27.718,3,3,11408.0,3,2
E,E01019496,27.715,26.6,16.8,27.715,3,3,11409.0,3,2
E,E01005943,27.713,23.200000000000003,16.7,27.713,3,3,11410.0,3,2
W,W01000745,35.8,22.0,12.0,27.712887132146314,2,3,11411.0,3,2
