nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_E_score,original_decile,E_expanded_decile,UK_IMD_E_rank,UK_IMD_E_pop_decile,UK_IMD_E_pop_quintile
E,E01032053,7.978,9.6,5.8999999999999995,7.978,9,9,34152.0,9,5
E,E01023000,7.978,12.6,7.3,7.978,9,9,34152.0,9,5
E,E01029624,7.978,11.600000000000001,8.3,7.978,9,9,34152.0,9,5
S,S01011812,11.125402513620813,4.0,3.0,7.977201420882183,7,9,34154.0,9,5
E,E01012926,7.976,10.6,5.6000000000000005,7.976,9,9,34155.0,9,5
W,W01000363,10.8,13.0,8.0,7.974225238572023,8,9,34156.0,9,5
E,E01001120,7.973,12.6,8.1,7.973,9,9,34157.5,9,5
E,E01028615,7.973,7.7,6.0,7.973,9,9,34157.5,9,5
E,E01008283,7.972,6.800000000000001,7.6,7.972,9,9,34160.5,9,5
E,E01011066,7.972,9.9,7.5,7.972,9,9,34160.5,9,5
E,E01016263,7.972,9.0,3.8,7.972,9,9,34160.5,9,5
E,E01034080,7.972,7.199999999999999,7.1,7.972,9,9,34160.5,9,5
E,E01027160,7.97,11.600000000000001,5.5,7.97,9,9,34163.5,9,5
E,E01019896,7.97,7.7,5.800000000000001,7.97,9,9,34163.5,9,5
S,S01011267,18.35813265412437,11.0,13.0,7.968074712562164,5,9,34165.0,9,5
E,E01023134,7.968,9.4,5.6000000000000005,7.968,9,9,34166.0,9,5
E,E01021382,7.967,10.9,4.6,7.967,9,9,34168.0,9,5
E,E01030045,7.967,9.9,5.6000000000000005,7.967,9,9,34168.0,9,5
E,E01020404,7.967,8.3,7.9,7.967,9,9,34168.0,9,5
S,S01007568,12.56402190288422,4.0,5.0,7.9661618384400175,7,9,34170.0,9,5
E,E01031965,7.966,12.2,8.6,7.966,9,9,34171.0,9,5
E,E01016060,7.965,8.6,7.199999999999999,7.965,9,9,34172.5,9,5
E,E01000786,7.965,10.6,9.5,7.965,9,9,34172.5,9,5
E,E01017825,7.964,7.8,4.9,7.964,9,9,34175.0,9,5
E,E01000394,7.964,8.7,7.199999999999999,7.964,9,9,34175.0,9,5
E,E01016258,7.964,8.7,7.8,7.964,9,9,34175.0,9,5
E,E01034548,7.963,10.9,6.4,7.963,9,9,34178.0,9,5
E,E01032985,7.963,7.9,5.2,7.963,9,9,34178.0,9,5
E,E01001135,7.963,11.5,7.3,7.963,9,9,34178.0,9,5
S,S01007778,15.457060097618731,6.0,9.0,7.9624485443970565,6,9,34180.0,9,5
E,E01022081,7.962,16.3,8.3,7.962,9,9,34181.5,9,5
E,E01032443,7.962,8.0,8.3,7.962,9,9,34181.5,9,5
E,E01009794,7.96,11.200000000000001,8.3,7.96,9,9,34183.0,9,5
E,E01005995,7.959,8.0,7.7,7.959,9,9,34184.5,9,5
E,E01015394,7.959,12.5,6.6000000000000005,7.959,9,9,34184.5,9,5
S,S01008548,11.108928972646073,7.0,3.0,7.958051920554776,7,9,34186.0,9,5
E,E01030526,7.957,10.6,5.800000000000001,7.957,9,9,34187.0,9,5
S,S01010645,13.280089233760991,6.0,6.0,7.956872994415905,7,9,34188.0,9,5
E,E01011050,7.955,9.0,8.5,7.955,9,9,34189.5,9,5
E,E01018796,7.955,12.8,7.9,7.955,9,9,34189.5,9,5
E,E01005011,7.954,7.6,6.9,7.954,9,9,34191.0,9,5
E,E01031812,7.951,11.0,7.7,7.951,9,9,34192.5,9,5
E,E01011692,7.951,7.6,7.000000000000001,7.951,9,9,34192.5,9,5
S,S01012650,13.273478174674784,7.0,6.0,7.949188035952514,7,9,34194.0,9,5
E,E01034594,7.948,16.1,7.1,7.948,9,9,34195.5,9,5
E,E01016093,7.948,7.1,5.7,7.948,9,9,34195.5,9,5
S,S01008664,13.271615395848158,6.0,6.0,7.947022667632185,7,9,34197.0,9,5
E,E01020378,7.946,11.1,6.9,7.946,9,9,34199.0,9,5
E,E01025455,7.946,6.2,8.1,7.946,9,9,34199.0,9,5
E,E01035760,7.946,17.0,6.7,7.946,9,9,34199.0,9,5
E,E01034787,7.945,6.9,4.7,7.945,9,9,34201.5,9,5
E,E01035758,7.945,10.100000000000001,7.3999999999999995,7.945,9,9,34201.5,9,5
S,S01013163,12.54568613564089,5.0,5.0,7.944847612107756,7,9,34203.0,9,5
E,E01011217,7.944,12.0,8.0,7.944,9,9,34204.5,9,5
E,E01027920,7.944,10.9,6.800000000000001,7.944,9,9,34204.5,9,5
E,E01002460,7.943,9.6,5.0,7.943,9,9,34206.5,9,5
E,E01024791,7.943,7.6,5.5,7.943,9,9,34206.5,9,5
E,E01002225,7.942,8.9,5.6000000000000005,7.942,9,9,34208.0,9,5
S,S01010705,13.267260467407969,6.0,6.0,7.941960325314942,7,9,34209.0,9,5
E,E01007911,7.941,10.5,7.1,7.941,9,9,34210.5,9,5
E,E01035070,7.941,11.700000000000001,6.7,7.941,9,9,34210.5,9,5
S,S01006803,13.990000141984858,11.0,7.0,7.940427679430982,6,9,34212.0,9,5
S,S01013079,11.81748579492861,4.0,4.0,7.940032562125484,7,9,34213.0,9,5
E,E01025256,7.939,11.799999999999999,6.0,7.939,9,9,34215.0,9,5
E,E01030203,7.939,7.5,8.4,7.939,9,9,34215.0,9,5
E,E01023374,7.939,8.7,3.9,7.939,9,9,34215.0,9,5
S,S01011047,11.090994862039276,4.0,3.0,7.937204595898637,7,9,34217.0,9,5
E,E01028726,7.937,9.2,5.7,7.937,9,9,34218.5,9,5
E,E01006174,7.937,8.6,7.7,7.937,9,9,34218.5,9,5
E,E01026906,7.936,11.4,7.9,7.936,9,9,34220.5,9,5
E,E01023875,7.936,11.799999999999999,6.800000000000001,7.936,9,9,34220.5,9,5
E,E01030722,7.935,8.4,6.0,7.935,9,9,34222.5,9,5
E,E01011531,7.935,7.9,7.6,7.935,9,9,34222.5,9,5
E,E01020419,7.934,8.1,6.9,7.934,9,9,34224.0,9,5
S,S01013405,14.707702102418878,8.0,8.0,7.933038993927114,6,9,34225.0,9,5
E,E01009453,7.933,8.3,7.1,7.933,9,9,34226.0,9,5
S,S01011669,14.706904956448692,11.0,8.0,7.932112359693438,6,9,34227.0,9,5
E,E01013511,7.932,8.9,7.1,7.932,9,9,34228.5,9,5
E,E01021082,7.932,7.1,7.7,7.932,9,9,34228.5,9,5
E,E01023553,7.929,12.2,7.8,7.929,9,9,34230.0,9,5
E,E01005155,7.927,6.0,4.3999999999999995,7.927,9,9,34231.0,9,5
S,S01010687,13.253789837496193,7.0,6.0,7.9263015284417335,7,9,34232.0,9,5
E,E01005858,7.926,10.4,7.000000000000001,7.926,9,9,34233.0,9,5
E,E01029474,7.925,8.0,5.800000000000001,7.925,9,9,34235.0,9,5
E,E01022991,7.925,4.6,4.0,7.925,9,9,34235.0,9,5
E,E01004293,7.925,11.899999999999999,5.800000000000001,7.925,9,9,34235.0,9,5
E,E01030413,7.924,15.1,7.3,7.924,9,9,34238.0,9,5
E,E01030326,7.924,10.2,6.4,7.924,9,9,34238.0,9,5
E,E01001454,7.924,12.5,5.6000000000000005,7.924,9,9,34238.0,9,5
S,S01007707,9.630505003964776,4.0,1.0,7.922821074085274,8,9,34240.0,9,5
E,E01018375,7.922,9.8,7.9,7.922,9,9,34241.5,9,5
E,E01005418,7.922,8.3,7.7,7.922,9,9,34241.5,9,5
W,W01000611,10.3,7.0,6.0,7.92050823321081,8,9,34243.0,9,5
S,S01011679,11.800288181425914,5.0,4.0,7.920041371044863,7,9,34244.0,9,5
E,E01012236,7.919,11.600000000000001,7.8,7.919,9,9,34245.0,9,5
S,S01010909,13.247447140704368,8.0,6.0,7.918928525000766,7,9,34246.0,9,5
E,E01008131,7.918,10.299999999999999,9.6,7.918,9,9,34247.0,9,5
E,E01021690,7.917,9.9,8.1,7.917,9,9,34249.0,9,5
E,E01019874,7.917,10.2,8.1,7.917,9,9,34249.0,9,5
E,E01029031,7.917,10.6,7.6,7.917,9,9,34249.0,9,5
E,E01025599,7.916,8.1,8.1,7.916,9,9,34251.0,9,5
E,E01016979,7.915,12.4,6.9,7.915,9,9,34253.0,9,5
E,E01021755,7.915,9.6,8.1,7.915,9,9,34253.0,9,5
E,E01029747,7.915,10.299999999999999,6.1,7.915,9,9,34253.0,9,5
S,S01009154,12.51808004441314,5.0,5.0,7.912757191850517,7,9,34255.0,9,5
E,E01005925,7.912,10.2,8.200000000000001,7.912,9,9,34256.5,9,5
E,E01013121,7.912,12.5,6.0,7.912,9,9,34256.5,9,5
E,E01001965,7.909,12.6,7.000000000000001,7.909,9,9,34258.5,9,5
E,E01024966,7.909,11.600000000000001,6.3,7.909,9,9,34258.5,9,5
E,E01025942,7.908,11.5,7.000000000000001,7.908,9,9,34260.0,9,5
E,E01014318,7.907,8.1,6.4,7.907,9,9,34261.0,9,5
S,S01012211,13.95989029682022,9.0,7.0,7.905426795849088,6,9,34262.0,9,5
E,E01031922,7.905,12.4,7.7,7.905,9,9,34264.0,9,5
E,E01013341,7.905,10.2,7.3999999999999995,7.905,9,9,34264.0,9,5
E,E01030690,7.905,8.7,6.1,7.905,9,9,34264.0,9,5
E,E01022085,7.904,10.9,5.8999999999999995,7.904,9,9,34266.5,9,5
E,E01015513,7.904,9.0,7.199999999999999,7.904,9,9,34266.5,9,5
S,S01010538,13.23419707887582,9.0,6.0,7.903526125254833,7,9,34268.0,9,5
E,E01021107,7.903,8.4,8.1,7.903,9,9,34269.5,9,5
E,E01022191,7.903,13.700000000000001,8.4,7.903,9,9,34269.5,9,5
E,E01033795,7.902,8.200000000000001,5.5,7.902,9,9,34272.0,9,5
E,E01031623,7.902,7.3999999999999995,4.7,7.902,9,9,34272.0,9,5
E,E01007184,7.902,10.299999999999999,7.3,7.902,9,9,34272.0,9,5
E,E01035635,7.901,12.7,5.6000000000000005,7.901,9,9,34274.0,9,5
S,S01007276,14.679834289325312,12.0,8.0,7.900644337746171,6,9,34275.0,9,5
E,E01021458,7.9,7.9,7.199999999999999,7.9,9,9,34276.5,9,5
E,E01008351,7.9,12.6,7.7,7.9,9,9,34276.5,9,5
E,E01027174,7.899,9.3,5.8999999999999995,7.899,9,9,34278.0,9,5
S,S01007053,13.229577725626266,4.0,6.0,7.898156405004621,7,9,34279.0,9,5
S,S01010819,13.953016836132203,10.0,7.0,7.897436811309795,6,9,34280.0,9,5
E,E01014852,7.897,10.299999999999999,5.5,7.897,9,9,34281.0,9,5
E,E01028601,7.896,4.8,2.8000000000000003,7.896,9,9,34283.0,9,5
E,E01024416,7.896,4.7,4.7,7.896,9,9,34283.0,9,5
E,E01027583,7.896,12.3,6.2,7.896,9,9,34283.0,9,5
E,E01020352,7.895,13.200000000000001,8.200000000000001,7.895,9,9,34285.0,9,5
S,S01007139,11.778440552389158,5.0,4.0,7.8946448166529475,7,9,34286.0,9,5
S,S01012895,10.330273069158128,3.0,2.0,7.894585314275435,8,9,34287.0,9,5
E,E01034553,7.894,9.8,5.4,7.894,9,9,34288.0,9,5
W,W01000727,10.7,10.0,8.0,7.892428455726806,8,9,34289.0,9,5
S,S01010830,12.50051746773394,6.0,5.0,7.892341753033561,7,9,34290.0,9,5
E,E01012975,7.892,10.5,8.799999999999999,7.892,9,9,34291.0,9,5
E,E01014195,7.891,11.899999999999999,7.5,7.891,9,9,34292.0,9,5
S,S01012341,11.05062902731878,5.0,3.0,7.890281741463063,7,9,34293.0,9,5
E,E01032034,7.89,7.7,5.6000000000000005,7.89,9,9,34294.5,9,5
E,E01025643,7.89,10.6,7.8,7.89,9,9,34294.5,9,5
E,E01009908,7.889,12.1,7.3,7.889,9,9,34296.0,9,5
E,E01030560,7.888,13.0,7.6,7.888,9,9,34298.0,9,5
E,E01032231,7.888,9.8,7.5,7.888,9,9,34298.0,9,5
E,E01014132,7.888,7.9,6.3,7.888,9,9,34298.0,9,5
E,E01003809,7.887,4.6,3.3000000000000003,7.887,9,9,34300.0,9,5
S,S01008232,14.667985242148344,10.0,8.0,7.886870533247021,6,9,34301.0,9,5
E,E01027193,7.885,8.799999999999999,6.4,7.885,9,9,34302.0,9,5
E,E01022140,7.884,11.200000000000001,7.3999999999999995,7.884,9,9,34303.0,9,5
S,S01012404,13.939742893514635,8.0,7.0,7.882006651583307,6,9,34304.0,9,5
E,E01013217,7.882,10.299999999999999,7.9,7.882,9,9,34305.0,9,5
E,E01022469,7.88,12.3,6.6000000000000005,7.88,9,9,34306.0,9,5
E,E01004713,7.879,3.3000000000000003,2.1,7.879,9,9,34307.0,9,5
E,E01025165,7.878,11.1,7.000000000000001,7.878,9,9,34308.5,9,5
E,E01035479,7.878,9.3,7.7,7.878,9,9,34308.5,9,5
E,E01011279,7.877,9.5,6.6000000000000005,7.877,9,9,34310.5,9,5
E,E01031411,7.877,9.3,7.7,7.877,9,9,34310.5,9,5
E,E01023035,7.876,9.4,7.7,7.876,9,9,34312.5,9,5
E,E01024404,7.876,6.7,6.0,7.876,9,9,34312.5,9,5
E,E01023912,7.874,12.0,8.200000000000001,7.874,9,9,34314.0,9,5
S,S01009676,13.208748438924596,6.0,6.0,7.8739436123133055,7,9,34315.0,9,5
S,S01007802,11.76031761603812,8.0,4.0,7.873577993428971,7,9,34316.0,9,5
E,E01011890,7.873,10.7,7.6,7.873,9,9,34317.0,9,5
E,E01018278,7.872,9.6,7.3999999999999995,7.872,9,9,34318.5,9,5
E,E01021371,7.872,11.0,7.8,7.872,9,9,34318.5,9,5
E,E01017232,7.871,10.100000000000001,4.3999999999999995,7.871,9,9,34320.5,9,5
E,E01019101,7.871,4.2,5.7,7.871,9,9,34320.5,9,5
E,E01018443,7.87,9.9,7.9,7.87,9,9,34322.0,9,5
S,S01011308,11.0317429784584,3.0,3.0,7.868327845856172,7,9,34323.0,9,5
E,E01031589,7.868,11.0,5.4,7.868,9,9,34325.0,9,5
E,E01000967,7.868,10.100000000000001,6.3,7.868,9,9,34325.0,9,5
E,E01002890,7.868,3.3000000000000003,2.0,7.868,9,9,34325.0,9,5
W,W01001904,9.8,5.0,4.0,7.866791227849597,8,9,34327.5,9,5
W,W01000534,9.8,8.0,4.0,7.866791227849597,8,9,34327.5,9,5
S,S01009675,11.75424753117888,5.0,4.0,7.866521884959173,7,9,34329.0,9,5
E,E01011216,7.866,8.6,6.5,7.866,9,9,34330.0,9,5
E,E01004147,7.864,12.0,7.1,7.864,9,9,34331.0,9,5
E,E01030904,7.863,14.299999999999999,8.7,7.863,9,9,34332.0,9,5
E,E01003360,7.861,8.4,4.2,7.861,9,9,34333.0,9,5
E,E01034105,7.86,12.4,6.9,7.86,9,9,34334.5,9,5
E,E01004606,7.86,4.7,3.1,7.86,9,9,34334.5,9,5
S,S01012388,11.02380006054378,4.0,3.0,7.859094681629984,7,9,34336.0,9,5
E,E01016195,7.858,9.8,5.0,7.858,9,9,34337.5,9,5
E,E01011278,7.858,7.1,6.5,7.858,9,9,34337.5,9,5
E,E01025018,7.857,9.4,8.0,7.857,9,9,34339.0,9,5
E,E01006204,7.856,10.100000000000001,8.4,7.856,9,9,34341.0,9,5
E,E01013561,7.856,8.799999999999999,7.7,7.856,9,9,34341.0,9,5
E,E01026708,7.856,6.800000000000001,7.5,7.856,9,9,34341.0,9,5
S,S01006969,12.468726406697202,7.0,5.0,7.855386557143063,7,9,34343.0,9,5
E,E01011937,7.854,7.1,6.6000000000000005,7.854,9,9,34344.0,9,5
W,W01001581,10.0,7.0,5.0,7.852751339107596,8,9,34345.5,9,5
W,W01000644,10.0,9.0,5.0,7.852751339107596,8,9,34345.5,9,5
E,E01019447,7.852,8.7,6.1,7.852,9,9,34348.0,9,5
E,E01018884,7.852,12.3,6.7,7.852,9,9,34348.0,9,5
E,E01013706,7.852,5.4,6.1,7.852,9,9,34348.0,9,5
E,E01014561,7.85,6.2,3.3000000000000003,7.85,9,9,34350.5,9,5
E,E01023267,7.85,7.1,5.8999999999999995,7.85,9,9,34350.5,9,5
S,S01011872,11.014571189160108,4.0,3.0,7.848366673859573,7,9,34352.0,9,5
E,E01029612,7.848,7.5,6.2,7.848,9,9,34354.5,9,5
E,E01035185,7.848,7.6,7.1,7.848,9,9,34354.5,9,5
E,E01023577,7.848,7.8,9.8,7.848,9,9,34354.5,9,5
E,E01015892,7.848,9.9,6.6000000000000005,7.848,9,9,34354.5,9,5
S,S01008660,11.013933115765182,4.0,3.0,7.847624951924757,7,9,34357.0,9,5
E,E01031909,7.846,10.6,8.5,7.846,9,9,34358.0,9,5
S,S01010758,12.460306746255862,5.0,5.0,7.845599208410612,7,9,34359.0,9,5
E,E01006090,7.845,10.7,8.7,7.845,9,9,34360.5,9,5
E,E01024762,7.845,10.9,6.1,7.845,9,9,34360.5,9,5
S,S01012577,13.183289274623862,7.0,6.0,7.844348865448621,7,9,34362.0,9,5
E,E01011687,7.844,9.3,6.9,7.844,9,9,34363.0,9,5
E,E01003884,7.843,10.9,7.5,7.843,9,9,34364.0,9,5
E,E01019391,7.842,10.5,7.1,7.842,9,9,34365.0,9,5
E,E01014816,7.84,10.2,7.6,7.84,9,9,34366.5,9,5
E,E01023674,7.84,11.0,4.3999999999999995,7.84,9,9,34366.5,9,5
E,E01004619,7.839,8.200000000000001,4.7,7.839,9,9,34368.0,9,5
E,E01022660,7.837,14.2,7.000000000000001,7.837,9,9,34369.0,9,5
S,S01012290,15.348358078964472,10.0,9.0,7.836088987274432,6,9,34370.0,9,5
E,E01031349,7.835,11.600000000000001,8.5,7.835,9,9,34371.5,9,5
E,E01013796,7.835,8.4,4.2,7.835,9,9,34371.5,9,5
E,E01027619,7.833,6.5,4.8,7.833,9,9,34373.5,9,5
E,E01024394,7.833,8.5,7.8,7.833,9,9,34373.5,9,5
E,E01005083,7.832,7.9,4.7,7.832,9,9,34375.0,9,5
E,E01008419,7.831,3.5999999999999996,3.6999999999999997,7.831,9,9,34376.5,9,5
E,E01022415,7.831,5.1,5.0,7.831,9,9,34376.5,9,5
S,S01007241,10.995688620834866,4.0,3.0,7.826416824165389,7,9,34378.0,9,5
S,S01010700,10.270494642357832,3.0,2.0,7.825096489417472,8,9,34379.0,9,5
E,E01007285,7.825,8.799999999999999,8.6,7.825,9,9,34381.0,9,5
E,E01021948,7.825,10.2,6.3,7.825,9,9,34381.0,9,5
E,E01018113,7.825,9.700000000000001,6.4,7.825,9,9,34381.0,9,5
W,W01000042,10.4,11.0,7.0,7.8246715616235925,8,9,34384.5,9,5
W,W01001039,10.4,10.0,7.0,7.8246715616235925,8,9,34384.5,9,5
W,W01000573,10.4,11.0,7.0,7.8246715616235925,8,9,34384.5,9,5
W,W01000486,10.4,12.0,7.0,7.8246715616235925,8,9,34384.5,9,5
E,E01026370,7.824,10.100000000000001,7.199999999999999,7.824,9,9,34387.0,9,5
S,S01007294,13.165543924323702,7.0,6.0,7.823720963293042,7,9,34388.0,9,5
E,E01032334,7.822,10.9,6.6000000000000005,7.822,9,9,34389.0,9,5
S,S01012008,14.612173487907896,7.0,8.0,7.821992726603055,6,9,34390.0,9,5
S,S01007034,15.336123232886235,8.0,9.0,7.821866714762394,6,9,34391.0,9,5
E,E01028780,7.821,11.5,7.3999999999999995,7.821,9,9,34392.0,9,5
E,E01025364,7.82,9.5,7.8,7.82,9,9,34393.5,9,5
E,E01018133,7.82,12.1,9.1,7.82,9,9,34393.5,9,5
S,S01010956,10.988470581467796,4.0,3.0,7.818026287641707,7,9,34395.0,9,5
E,E01029009,7.818,9.6,6.7,7.818,9,9,34396.0,9,5
S,S01012327,13.88420370984914,8.0,7.0,7.817445691834754,6,9,34397.0,9,5
E,E01019707,7.817,8.6,7.5,7.817,9,9,34398.0,9,5
S,S01012304,12.433756292399693,4.0,5.0,7.814735903090213,7,9,34399.0,9,5
E,E01031183,7.813,9.6,5.6000000000000005,7.813,9,9,34400.0,9,5
S,S01010248,12.431513960683937,8.0,5.0,7.812129327370344,7,9,34401.0,9,5
E,E01023895,7.811,12.6,5.6000000000000005,7.811,9,9,34402.5,9,5
E,E01015551,7.811,6.800000000000001,7.6,7.811,9,9,34402.5,9,5
E,E01007866,7.81,4.0,4.0,7.81,9,9,34404.0,9,5
S,S01006690,13.877333387595607,8.0,7.0,7.809459355536738,6,9,34405.0,9,5
E,E01006989,7.809,5.5,9.8,7.809,9,9,34406.0,9,5
E,E01028348,7.808,12.6,6.1,7.808,9,9,34407.5,9,5
E,E01003844,7.808,10.7,7.199999999999999,7.808,9,9,34407.5,9,5
S,S01007675,11.70356313295312,6.0,4.0,7.807604321218209,7,9,34409.0,9,5
E,E01032852,7.807,11.4,6.0,7.807,9,9,34410.0,9,5
S,S01011489,13.151013651113262,6.0,6.0,7.80683039483376,7,9,34411.0,9,5
E,E01016538,7.806,11.600000000000001,6.4,7.806,9,9,34412.5,9,5
E,E01012955,7.806,9.5,8.4,7.806,9,9,34412.5,9,5
S,S01007895,13.874034135180022,9.0,7.0,7.805624173088147,6,9,34414.0,9,5
S,S01011800,13.148583299672572,8.0,6.0,7.804005257495007,7,9,34415.0,9,5
E,E01028616,7.804,7.9,5.8999999999999995,7.804,9,9,34416.0,9,5
E,E01030730,7.803,5.8999999999999995,4.7,7.803,9,9,34417.0,9,5
S,S01009379,12.42303409106514,7.0,5.0,7.802271989091311,7,9,34418.0,9,5
E,E01020266,7.801,11.3,8.6,7.801,9,9,34419.0,9,5
E,E01030918,7.8,10.9,8.4,7.8,9,9,34420.0,9,5
E,E01008194,7.799,7.199999999999999,7.7,7.799,9,9,34421.5,9,5
E,E01003422,7.799,10.5,7.9,7.799,9,9,34421.5,9,5
E,E01007485,7.798,9.5,6.0,7.798,9,9,34423.5,9,5
E,E01034754,7.798,9.4,6.9,7.798,9,9,34423.5,9,5
E,E01019841,7.797,6.9,7.1,7.797,9,9,34425.5,9,5
E,E01023103,7.797,8.200000000000001,4.3999999999999995,7.797,9,9,34425.5,9,5
E,E01022165,7.796,8.9,8.0,7.796,9,9,34427.5,9,5
E,E01026223,7.796,9.6,7.9,7.796,9,9,34427.5,9,5
E,E01023377,7.795,5.1,4.9,7.795,9,9,34430.0,9,5
E,E01021760,7.795,8.9,7.7,7.795,9,9,34430.0,9,5
E,E01012512,7.795,7.199999999999999,6.6000000000000005,7.795,9,9,34430.0,9,5
S,S01010610,18.20783611153544,7.0,13.0,7.793364023710989,5,9,34432.0,9,5
S,S01012367,14.587236108859672,7.0,8.0,7.793004523703577,6,9,34433.0,9,5
E,E01019366,7.793,10.6,7.5,7.793,9,9,34434.0,9,5
E,E01033236,7.791,8.4,5.8999999999999995,7.791,9,9,34435.0,9,5
S,S01006812,11.68884357596294,7.0,4.0,7.790493721752378,7,9,34436.0,9,5
E,E01018696,7.79,8.9,7.9,7.79,9,9,34437.5,9,5
E,E01033116,7.79,12.3,6.6000000000000005,7.79,9,9,34437.5,9,5
E,E01000680,7.789,7.1,5.0,7.789,9,9,34439.0,9,5
E,E01011496,7.788,6.0,5.6000000000000005,7.788,9,9,34441.5,9,5
E,E01014698,7.788,9.4,4.3,7.788,9,9,34441.5,9,5
E,E01030661,7.788,8.799999999999999,5.4,7.788,9,9,34441.5,9,5
E,E01016002,7.788,8.1,6.800000000000001,7.788,9,9,34441.5,9,5
S,S01012293,13.857363272862385,8.0,7.0,7.786245298570564,6,9,34444.0,9,5
S,S01009671,11.684209456244565,6.0,4.0,7.78510683637052,7,9,34445.0,9,5
E,E01006045,7.785,5.5,6.7,7.785,9,9,34446.5,9,5
E,E01023170,7.785,12.3,6.800000000000001,7.785,9,9,34446.5,9,5
W,W01000440,9.7,5.0,4.0,7.784994445004379,8,9,34448.5,9,5
W,W01000310,9.7,7.0,4.0,7.784994445004379,8,9,34448.5,9,5
E,E01004135,7.783,10.5,6.9,7.783,9,9,34450.0,9,5
E,E01002334,7.78,11.200000000000001,6.800000000000001,7.78,9,9,34451.0,9,5
E,E01026531,7.779,13.4,6.800000000000001,7.779,9,9,34452.0,9,5
E,E01021766,7.778,11.700000000000001,6.2,7.778,9,9,34453.0,9,5
S,S01011100,15.297635808287104,7.0,9.0,7.777127399086899,6,9,34454.0,9,5
S,S01008959,14.573543582202856,10.0,8.0,7.777087785213667,6,9,34455.0,9,5
E,E01018698,7.777,6.5,6.0,7.777,9,9,34457.0,9,5
E,E01035616,7.777,12.6,4.8,7.777,9,9,34457.0,9,5
E,E01020417,7.777,7.9,7.3999999999999995,7.777,9,9,34457.0,9,5
E,E01024913,7.775,8.799999999999999,7.5,7.775,9,9,34459.0,9,5
E,E01035332,7.774,14.6,4.8,7.774,9,9,34460.5,9,5
E,E01030288,7.774,9.2,8.0,7.774,9,9,34460.5,9,5
E,E01024785,7.773,12.7,6.0,7.773,9,9,34462.5,9,5
E,E01035148,7.773,14.299999999999999,7.199999999999999,7.773,9,9,34462.5,9,5
S,S01012402,12.396370922507398,4.0,5.0,7.7712776597113,7,9,34464.0,9,5
W,W01000481,9.9,8.0,5.0,7.77095455626238,8,9,34465.0,9,5
E,E01035020,7.77,12.4,5.6000000000000005,7.77,9,9,34466.5,9,5
E,E01003823,7.77,6.1,4.3999999999999995,7.77,9,9,34466.5,9,5
E,E01022494,7.767,11.200000000000001,6.6000000000000005,7.767,9,9,34468.0,9,5
E,E01034452,7.766,9.700000000000001,7.000000000000001,7.766,9,9,34469.5,9,5
E,E01027549,7.766,13.0,6.9,7.766,9,9,34469.5,9,5
E,E01006421,7.765,9.0,7.3,7.765,9,9,34471.0,9,5
E,E01024957,7.764,10.8,8.0,7.764,9,9,34472.0,9,5
E,E01002537,7.763,10.6,6.1,7.763,9,9,34473.0,9,5
E,E01024934,7.762,7.1,7.9,7.762,9,9,34474.0,9,5
E,E01023967,7.761,11.899999999999999,6.7,7.761,9,9,34475.5,9,5
E,E01015322,7.761,13.4,7.199999999999999,7.761,9,9,34475.5,9,5
E,E01009920,7.76,12.2,6.9,7.76,9,9,34478.0,9,5
E,E01007101,7.76,9.6,8.9,7.76,9,9,34478.0,9,5
E,E01013800,7.76,15.8,8.799999999999999,7.76,9,9,34478.0,9,5
E,E01034782,7.757,9.2,5.800000000000001,7.757,9,9,34480.0,9,5
W,W01001003,10.1,7.0,6.0,7.756914667520377,8,9,34482.0,9,5
W,W01000256,10.1,13.0,6.0,7.756914667520377,8,9,34482.0,9,5
W,W01000275,10.1,9.0,6.0,7.756914667520377,8,9,34482.0,9,5
E,E01005442,7.755,6.9,7.000000000000001,7.755,9,9,34485.0,9,5
E,E01006088,7.755,6.3,3.9,7.755,9,9,34485.0,9,5
E,E01031751,7.755,10.6,6.0,7.755,9,9,34485.0,9,5
E,E01031984,7.753,14.799999999999999,8.5,7.753,9,9,34488.5,9,5
E,E01024605,7.753,11.3,6.9,7.753,9,9,34488.5,9,5
E,E01021478,7.753,8.0,7.1,7.753,9,9,34488.5,9,5
E,E01031622,7.753,7.3,4.8,7.753,9,9,34488.5,9,5
E,E01029577,7.752,6.7,6.6000000000000005,7.752,9,9,34492.5,9,5
E,E01000647,7.752,11.799999999999999,5.4,7.752,9,9,34492.5,9,5
E,E01010171,7.752,9.3,7.7,7.752,9,9,34492.5,9,5
E,E01010192,7.752,11.4,5.8999999999999995,7.752,9,9,34492.5,9,5
S,S01012390,11.654377568406208,3.0,4.0,7.750429061458389,7,9,34495.0,9,5
E,E01019106,7.75,5.1,4.6,7.75,9,9,34496.5,9,5
E,E01015858,7.75,11.600000000000001,7.3,7.75,9,9,34496.5,9,5
S,S01008914,13.101710262157985,8.0,6.0,7.749518171287586,7,9,34498.0,9,5
E,E01023190,7.749,12.8,6.7,7.749,9,9,34499.5,9,5
E,E01017732,7.749,10.100000000000001,5.1,7.749,9,9,34499.5,9,5
E,E01011177,7.748,9.6,7.199999999999999,7.748,9,9,34501.5,9,5
E,E01031420,7.748,8.0,7.199999999999999,7.748,9,9,34501.5,9,5
