nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_W_score,original_decile,W_expanded_decile,UK_IMD_W_rank,UK_IMD_W_pop_decile,UK_IMD_W_pop_quintile
S,S01012049,22.09435729542206,15.0,12.0,17.99978646669763,4,6,25317.0,7,4
E,E01032382,14.076,11.3,6.800000000000001,17.999078510522928,7,6,25318.0,7,4
E,E01015821,13.577,14.000000000000002,9.6,17.99709025678896,7,6,25319.0,7,4
S,S01007134,19.2361119604612,12.0,7.0,17.996931422191224,5,6,25320.0,7,4
E,E01018837,13.47,19.900000000000002,10.2,17.996576877991,7,6,25321.0,7,4
E,E01033778,13.272,22.2,11.3,17.99339435658396,7,6,25322.0,7,4
E,E01027648,13.483,16.8,10.100000000000001,17.990753488271313,7,6,25323.0,7,4
S,S01012720,20.945063434492788,12.0,10.0,17.99012373252288,4,6,25324.0,7,4
E,E01017893,13.518,23.400000000000002,9.9,17.99010958655762,7,6,25325.0,7,4
E,E01027783,13.712,18.9,8.799999999999999,17.988401940086582,7,6,25326.0,7,4
S,S01013257,20.37135629042487,15.0,9.0,17.986627925478587,5,6,25327.0,7,4
S,S01013259,20.371298496845576,14.0,9.0,17.98654579320308,5,6,25328.0,7,4
N,95GG41S3,2.934742060996782,6.1,11.1,17.986528114399963,10,6,25329.0,7,4
S,S01012566,22.65583253599668,14.0,13.0,17.985899130494122,4,6,25330.0,7,4
E,E01035325,13.461,17.1,10.2,17.985574000265316,7,6,25331.5,7,4
E,E01025685,13.461,12.6,10.2,17.985574000265316,7,6,25331.5,7,4
E,E01017688,13.514,16.5,9.9,17.985219418679538,7,6,25333.0,7,4
S,S01008836,20.941552865209,12.0,10.0,17.985134751962754,4,6,25334.0,7,4
E,E01017388,13.478,15.2,10.100000000000001,17.98464077842371,7,6,25335.0,7,4
E,E01022095,14.134,8.9,6.4,17.9831202034613,7,6,25336.0,7,4
E,E01005359,13.387,10.6,10.6,17.981971635814627,7,6,25337.0,7,4
E,E01007400,13.369,13.100000000000001,10.7,17.981682315686715,7,6,25338.0,7,4
E,E01023385,13.191,20.599999999999998,11.700000000000001,17.98123419834662,7,6,25339.0,7,4
E,E01006042,13.901,14.6,7.7,17.980581583767947,7,6,25340.0,7,4
S,S01007058,20.937304700920794,13.0,10.0,17.97909755191433,4,6,25341.0,7,4
E,E01022777,13.047,16.6,12.5,17.978919637323315,7,6,25342.0,7,4
E,E01003085,13.473,17.7,10.100000000000001,17.97852806857611,7,6,25343.5,7,4
E,E01035196,13.473,11.200000000000001,10.100000000000001,17.97852806857611,7,6,25343.5,7,4
E,E01029832,13.401,15.6,10.5,17.97737078806446,7,6,25345.0,7,4
E,E01018834,13.454,19.1,10.2,17.977016206478677,7,6,25346.0,7,4
E,E01028558,13.738,17.7,8.6,17.97675516064721,7,6,25347.0,7,4
E,E01024999,13.56,16.5,9.6,17.97630704330712,7,6,25348.0,7,4
E,E01033338,13.505,17.9,9.9,17.974216540953858,7,6,25349.0,7,4
E,E01014205,13.38,15.7,10.6,17.973413842027988,7,6,25350.0,7,4
E,E01035214,13.415,14.7,10.4,17.97276994031429,7,6,25351.0,7,4
E,E01025909,13.823,11.700000000000001,8.1,17.972089051439173,7,6,25352.0,7,4
E,E01019477,13.521,12.6,9.8,17.972060777142733,7,6,25353.0,7,4
E,E01014614,13.43,14.399999999999999,10.299999999999999,17.969391634533643,7,6,25354.0,7,4
E,E01010787,13.642,10.6,9.1,17.967973308190523,7,6,25355.0,7,4
E,E01025365,13.908,11.5,7.6,17.96742294223114,7,6,25356.0,7,4
E,E01019354,13.304,9.5,11.0,17.96736639363825,7,6,25357.0,7,4
E,E01032029,14.298,9.700000000000001,5.4,17.96645273322811,6,6,25358.0,7,4
E,E01003341,13.639,15.6,9.1,17.964305682281964,7,6,25359.0,7,4
E,E01035757,13.636,12.7,9.1,17.9606380563734,7,6,25360.0,7,4
E,E01026439,13.884,10.9,7.7,17.959798370286105,7,6,25361.0,7,4
E,E01035438,13.901,23.799999999999997,7.6,17.9588651484445,7,6,25362.0,7,4
E,E01019754,13.847,8.5,7.9,17.95799718806076,7,6,25363.0,7,4
S,S01007987,19.77485868644901,13.0,8.0,17.95074387816736,5,6,25364.0,7,4
E,E01033829,13.538,17.5,9.6,17.949411119977675,7,6,25365.0,7,4
E,E01034550,13.572,15.2,9.4,17.94754467629446,7,6,25366.0,7,4
N,95XX01S1,3.796515506475209,7.7,10.0,17.947304303921786,10,6,25367.0,7,4
S,S01007739,22.05533675631277,17.0,12.0,17.94433314977809,4,6,25368.0,7,4
E,E01025792,13.498,16.2,9.8,17.94394231184377,7,6,25369.0,7,4
E,E01024763,13.391,15.5,10.4,17.94342893304581,7,6,25370.0,7,4
S,S01007543,21.482422012687607,14.0,11.0,17.941963447956386,4,6,25371.0,7,4
E,E01004162,13.406,20.1,10.299999999999999,17.940050627265162,7,6,25372.0,7,4
S,S01007891,19.76687302994757,10.0,8.0,17.939395210237763,5,6,25373.0,7,4
E,E01015478,13.654,15.9,8.9,17.939210941177866,7,6,25374.0,7,4
E,E01019528,13.421,16.3,10.2,17.93667232148451,7,6,25375.0,7,4
S,S01011978,22.049522216820616,15.0,12.0,17.93606992460079,4,6,25376.0,7,4
E,E01020442,14.041,10.299999999999999,6.7,17.934573106266274,7,6,25377.0,7,4
E,E01023246,14.039,9.4,6.7,17.932128022327234,7,6,25378.0,7,4
E,E01009880,13.63,16.8,9.0,17.931586369232832,7,6,25379.0,7,4
S,S01007961,18.047490376674613,4.0,5.0,17.93137882259913,5,6,25380.0,7,4
E,E01014202,13.665,15.5,8.799999999999999,17.930942467519138,7,6,25381.5,7,4
E,E01034590,13.665,23.400000000000002,8.799999999999999,17.930942467519138,7,6,25381.5,7,4
S,S01010810,18.617712613577588,8.0,6.0,17.92992211832851,5,6,25383.0,7,4
E,E01016777,13.397,14.799999999999999,10.299999999999999,17.92904774953948,7,6,25384.0,7,4
E,E01029571,13.858,10.100000000000001,7.7,17.928012279078583,7,6,25385.0,7,4
E,E01007983,13.91,11.5,7.3999999999999995,17.92643515552328,7,6,25386.0,7,4
E,E01027890,13.927,11.899999999999999,7.3,17.925501933681673,7,6,25387.0,7,4
E,E01000968,13.607,14.799999999999999,9.1,17.92518433925732,7,6,25388.0,7,4
S,S01012903,20.898122287996728,13.0,10.0,17.923414191019063,4,6,25389.0,7,4
S,S01012197,21.469341287488344,15.0,11.0,17.923374017452097,4,6,25390.0,7,4
E,E01035715,13.907,11.5,7.3999999999999995,17.92276752961472,7,6,25391.0,7,4
E,E01013787,14.351,7.199999999999999,4.9,17.92266528099543,6,6,25392.0,7,4
N,95GG45S1,4.589992773041777,6.6,9.0,17.922525962120567,10,6,25393.0,7,4
E,E01011112,13.621,14.2,9.0,17.920583491507152,7,6,25394.0,7,4
E,E01021039,13.496,14.299999999999999,9.700000000000001,17.91978079258128,7,6,25395.0,7,4
E,E01028679,14.064,12.2,6.5,17.91925870091834,7,6,25396.0,7,4
E,E01031726,13.316,17.0,10.7,17.91688759130215,7,6,25397.0,7,4
E,E01018571,13.067,11.4,12.1,17.916504735419924,7,6,25398.0,7,4
E,E01007299,13.099,18.6,11.899999999999999,17.91219320779767,7,6,25399.0,7,4
E,E01000247,13.31,15.8,10.7,17.90955233948503,7,6,25400.0,7,4
E,E01034384,13.985,20.599999999999998,6.9,17.909543626620042,7,6,25401.0,7,4
E,E01008374,13.576,16.900000000000002,9.2,17.909001973525644,7,6,25402.0,7,4
E,E01030041,13.966,10.6,7.000000000000001,17.90803176452261,7,6,25403.0,7,4
E,E01034439,13.627,9.700000000000001,8.9,17.906202308000825,7,6,25404.0,7,4
E,E01031334,13.52,18.3,9.5,17.905688929202867,7,6,25405.0,7,4
E,E01002930,13.662,19.1,8.7,17.90555840628713,7,6,25406.0,7,4
E,E01015340,12.95,15.1,12.7,17.903765936926764,7,6,25407.0,7,4
E,E01034044,13.696,23.200000000000003,8.5,17.903691962603915,7,6,25408.0,7,4
E,E01003281,13.518,13.4,9.5,17.903243845263827,7,6,25409.0,7,4
W,W01000027,17.9,12.0,8.0,17.9,6,6,25414.0,7,4
W,W01001932,17.9,9.0,4.0,17.9,6,6,25414.0,7,4
W,W01000071,17.9,16.0,9.0,17.9,6,6,25414.0,7,4
W,W01001726,17.9,12.0,4.0,17.9,6,6,25414.0,7,4
W,W01000571,17.9,16.0,9.0,17.9,6,6,25414.0,7,4
W,W01000725,17.9,16.0,12.0,17.9,6,6,25414.0,7,4
W,W01001562,17.9,12.0,10.0,17.9,6,6,25414.0,7,4
W,W01000192,17.9,11.0,8.0,17.9,6,6,25414.0,7,4
W,W01001680,17.9,15.0,7.0,17.9,6,6,25414.0,7,4
E,E01019548,13.283,13.5,10.8,17.898260141631432,7,6,25419.0,7,4
E,E01015091,13.052,13.4,12.1,17.89816660587712,7,6,25420.0,7,4
E,E01008243,13.247,12.6,11.0,17.897681501375605,7,6,25421.0,7,4
S,S01010770,23.735227493953225,12.0,15.0,17.89622633247599,4,6,25422.0,7,4
E,E01020854,13.654,13.700000000000001,8.7,17.89577807053097,7,6,25423.0,7,4
E,E01023159,13.991,7.8,6.800000000000001,17.895162443113716,7,6,25424.0,7,4
E,E01030977,13.83,14.499999999999998,7.7,17.893781103932017,7,6,25425.0,7,4
E,E01006132,13.439,13.4,9.9,17.893528770965528,7,6,25426.0,7,4
E,E01035698,13.794,19.0,7.9,17.893202463676193,7,6,25427.0,7,4
E,E01029060,13.971,10.100000000000001,6.9,17.892428039046763,7,6,25428.0,7,4
E,E01003152,13.756,15.9,8.1,17.890178739481325,7,6,25429.0,7,4
E,E01023892,13.542,16.900000000000002,9.3,17.88915198188541,7,6,25430.0,7,4
E,E01031336,14.11,8.6,6.1,17.888629890222468,7,6,25431.0,7,4
E,E01021369,13.63,16.5,8.799999999999999,17.888153498585936,7,6,25432.0,7,4
E,E01002971,13.521,18.0,9.4,17.885195035848938,7,6,25433.0,7,4
E,E01029488,14.267,9.2,5.2,17.885121061526085,6,6,25434.0,7,4
E,E01029941,14.107,8.7,6.1,17.884962264313906,7,6,25435.0,7,4
S,S01010238,19.157051725205637,13.0,7.0,17.88457643219273,5,6,25436.0,7,4
S,S01010990,19.156609950128168,10.0,7.0,17.883948611718253,5,6,25437.0,7,4
S,S01009820,22.58372690279632,14.0,13.0,17.883427544482856,4,6,25438.0,7,4
E,E01013998,13.928,10.100000000000001,7.1,17.883291605004295,7,6,25439.0,7,4
E,E01009529,13.447,15.1,9.8,17.88159267139824,7,6,25440.0,7,4
E,E01001255,13.677,14.000000000000002,8.5,17.880463665183033,7,6,25441.0,7,4
E,E01000986,13.499,13.900000000000002,9.5,17.880015547842945,7,6,25442.0,7,4
E,E01034751,13.712,12.5,8.3,17.87981976346934,7,6,25443.0,7,4
S,S01011832,18.58131441110617,9.0,6.0,17.878195486584755,5,6,25444.0,7,4
E,E01028531,13.763,19.8,8.0,17.877020097944516,7,6,25445.0,7,4
S,S01007489,20.294136894110437,14.0,9.0,17.876889009668982,5,6,25446.0,7,4
E,E01016808,13.762,16.0,8.0,17.875797555974998,7,6,25447.0,7,4
E,E01032383,13.903,10.299999999999999,7.199999999999999,17.874444491089744,7,6,25448.0,7,4
E,E01021130,13.227,12.9,11.0,17.873230661985204,7,6,25449.0,7,4
E,E01017922,13.226,17.299999999999997,11.0,17.872008120015686,7,6,25450.0,7,4
S,S01010948,21.43300224106586,12.0,11.0,17.871731454232357,4,6,25451.0,7,4
E,E01016970,13.562,16.7,9.1,17.870169950628913,7,6,25452.0,7,4
E,E01014860,13.206,17.0,11.1,17.86927371594873,7,6,25453.0,7,4
S,S01013069,19.145185321681737,8.0,7.0,17.867712712461365,5,6,25454.0,7,4
E,E01024518,13.204,16.5,11.1,17.866828632009693,7,6,25455.0,7,4
E,E01034546,13.701,19.6,8.3,17.86637180180462,7,6,25456.0,7,4
E,E01021361,13.754,16.400000000000002,8.0,17.866017220218836,7,6,25457.0,7,4
S,S01011163,20.284759906843263,13.0,9.0,17.86356307777397,5,6,25458.0,7,4
E,E01019443,13.198,15.4,11.1,17.85949338019257,7,6,25459.0,7,4
E,E01003071,13.692,15.7,8.3,17.855368924078938,7,6,25460.0,7,4
S,S01007514,20.849452801983045,12.0,10.0,17.85424845179981,4,6,25461.0,7,4
E,E01020507,13.904,9.3,7.1,17.85395059773581,7,6,25462.0,7,4
E,E01015286,13.371,19.1,10.100000000000001,17.85382878768506,7,6,25463.0,7,4
E,E01023704,13.423,18.8,9.8,17.85225166412976,7,6,25464.0,7,4
E,E01018380,12.96,17.299999999999997,12.4,17.85084205065162,7,6,25465.0,7,4
E,E01026920,13.759,12.0,7.9,17.85041349474299,7,6,25466.0,7,4
E,E01024045,13.047,17.7,11.899999999999999,17.848621025382624,7,6,25467.0,7,4
S,S01010640,21.416647834747604,12.0,11.0,17.848489692398747,4,6,25468.0,7,4
E,E01027282,13.704,17.599999999999998,8.200000000000001,17.84832299238973,7,6,25469.0,7,4
E,E01014916,13.437,15.9,9.700000000000001,17.847650816379595,7,6,25470.0,7,4
S,S01011706,20.84480013231781,13.0,10.0,17.84763639642186,4,6,25471.0,7,4
E,E01001131,13.703,21.7,8.200000000000001,17.847100450420207,7,6,25472.0,7,4
E,E01007106,13.099,17.5,11.600000000000001,17.847043901827327,7,6,25473.0,7,4
E,E01025531,13.436,11.4,9.700000000000001,17.846428274410073,7,6,25474.0,7,4
E,E01034015,14.607,9.2,3.1,17.844740189370498,6,6,25475.0,7,4
S,S01009163,21.41245758717622,13.0,11.0,17.842534799620445,4,6,25476.0,7,4
S,S01007240,18.55603967382741,8.0,6.0,17.842276761514054,5,6,25477.0,7,4
E,E01035457,14.072,24.6,6.1,17.842173295380704,7,6,25478.5,7,4
E,E01029874,14.072,9.5,6.1,17.842173295380704,7,6,25478.5,7,4
E,E01017945,13.538,16.900000000000002,9.1,17.84082894336043,7,6,25480.0,7,4
E,E01006157,13.271,17.7,10.6,17.840156767350294,7,6,25481.0,7,4
E,E01013034,13.732,10.7,8.0,17.83912129688939,7,6,25482.0,7,4
E,E01030099,14.05,8.5,6.2,17.83699380737471,7,6,25483.0,7,4
E,E01014006,13.534,13.100000000000001,9.1,17.83593877548235,7,6,25484.0,7,4
E,E01016000,13.727,15.1,8.0,17.833008587041792,7,6,25485.0,7,4
E,E01024117,12.98,14.099999999999998,12.2,17.831860019395123,7,6,25486.0,7,4
E,E01021463,13.388,14.799999999999999,9.9,17.831179130520002,7,6,25487.0,7,4
S,S01012613,20.83305128473896,14.0,10.0,17.83093973914594,4,6,25488.0,7,4
N,95GG49S1,5.075896670906596,8.3,8.3,17.829887426044294,10,6,25489.0,7,4
E,E01024360,13.705,14.6,8.1,17.8278290990358,7,6,25490.0,7,4
S,S01006902,21.40158969316627,14.0,11.0,17.8270900932033,4,6,25491.0,7,4
E,E01035483,13.757,15.5,7.8,17.826251975480496,7,6,25492.0,7,4
E,E01030865,13.561,14.899999999999999,8.9,17.825514538012495,7,6,25493.0,7,4
E,E01024096,13.134,15.0,11.3,17.82468356479018,7,6,25494.0,7,4
E,E01033016,14.395,8.799999999999999,4.2,17.82444208039017,6,6,25495.0,7,4
E,E01001073,13.24,16.6,10.7,17.82397440161862,7,6,25496.0,7,4
E,E01028731,13.453,18.099999999999998,9.5,17.82377861724502,7,6,25497.0,7,4
E,E01003647,13.488,20.4,9.3,17.823134715531324,7,6,25498.0,7,4
E,E01019843,13.843,8.6,7.3,17.822808408241986,7,6,25499.0,7,4
E,E01031445,13.823,12.7,7.3999999999999995,17.82007400417503,7,6,25500.0,7,4
E,E01024274,13.839,9.3,7.3,17.817918240363905,7,6,25501.0,7,4
E,E01003131,13.821,16.7,7.3999999999999995,17.81762892023599,7,6,25502.0,7,4
E,E01034130,14.78,2.4,2.0,17.81735916153954,6,6,25503.0,7,4
E,E01026579,13.322,11.5,10.2,17.81564066650202,7,6,25504.0,7,4
S,S01013182,20.820963061380496,12.0,10.0,17.81376078426237,4,6,25505.0,7,4
S,S01009568,22.534062470072048,14.0,13.0,17.81284785516143,4,6,25506.0,7,4
S,S01010799,21.96256363383271,13.0,12.0,17.8124903439139,4,6,25507.0,7,4
E,E01015694,13.532,20.4,9.0,17.81177725621986,7,6,25508.0,7,4
E,E01021146,13.318,15.299999999999999,10.2,17.81075049862394,7,6,25509.0,7,4
E,E01017687,13.316,19.900000000000002,10.2,17.808305414684902,7,6,25510.0,7,4
E,E01013022,14.043,9.6,6.1,17.80671957826462,7,6,25511.0,7,4
E,E01019885,13.279,16.900000000000002,10.4,17.806504232459552,7,6,25512.0,7,4
E,E01016574,13.597,20.1,8.6,17.80437674294487,7,6,25513.0,7,4
E,E01019983,13.348,16.5,10.0,17.803993887062646,7,6,25514.0,7,4
E,E01032519,13.614,16.7,8.5,17.803443521103265,7,6,25515.0,7,4
E,E01019091,14.003,4.3999999999999995,6.3,17.801250770130714,7,6,25516.0,7,4
W,W01000393,17.8,16.0,8.0,17.8,6,6,25518.5,7,4
W,W01000847,17.8,14.0,10.0,17.8,6,6,25518.5,7,4
W,W01001437,17.8,13.0,11.0,17.8,6,6,25518.5,7,4
W,W01000341,17.8,15.0,10.0,17.8,6,6,25518.5,7,4
E,E01031204,14.179,7.000000000000001,5.3,17.799253803531762,6,6,25521.0,7,4
S,S01009991,20.23903105314121,14.0,9.0,17.79857636373589,5,6,25522.0,7,4
E,E01030867,14.125,9.700000000000001,5.6000000000000005,17.798385843148026,7,6,25523.0,7,4
E,E01033527,13.272,11.3,10.4,17.797946438672913,7,6,25524.0,7,4
E,E01025576,13.467,14.299999999999999,9.3,17.797461334171402,7,6,25525.0,7,4
E,E01002298,13.484,16.1,9.2,17.796528112329792,7,6,25526.0,7,4
S,S01011736,19.09397052187083,15.0,7.0,17.79492974765069,5,6,25527.0,7,4
E,E01029118,12.983,16.0,12.0,17.792094774656785,7,6,25528.0,7,4
E,E01000779,13.444,17.2,9.4,17.791059304195887,7,6,25529.0,7,4
E,E01030159,13.692,14.299999999999999,8.0,17.79021961810859,7,6,25530.0,7,4
E,E01034442,13.159,23.0,11.0,17.790097808057837,7,6,25531.0,7,4
S,S01006609,19.08979576423404,11.0,7.0,17.788996868106235,5,6,25532.0,7,4
E,E01029983,13.442,15.8,9.4,17.788614220256846,7,6,25533.0,7,4
E,E01024514,13.335,15.1,10.0,17.788100841458885,7,6,25534.0,7,4
S,S01011401,21.94530656942126,14.0,12.0,17.78796578623855,4,6,25535.0,7,4
S,S01007528,20.23097853147335,13.0,9.0,17.787132671612657,5,6,25536.0,7,4
S,S01007025,21.373429397608696,13.0,11.0,17.78707061039379,4,6,25537.0,7,4
E,E01024158,13.334,12.7,10.0,17.786878299489363,7,6,25538.0,7,4
E,E01022198,13.351,18.7,9.9,17.78594507764776,7,6,25539.5,7,4
E,E01034977,13.351,13.200000000000001,9.9,17.78594507764776,7,6,25539.5,7,4
E,E01005597,13.795,11.799999999999999,7.3999999999999995,17.785842829028468,7,6,25541.0,7,4
E,E01024975,14.487,5.800000000000001,3.5000000000000004,17.78490089432188,6,6,25542.0,7,4
E,E01031260,13.419,18.8,9.5,17.782212190281335,7,6,25543.0,7,4
E,E01008315,13.293,14.899999999999999,10.2,17.780186949385936,7,6,25544.0,7,4
S,S01008754,20.79580048760301,13.0,10.0,17.778001458275455,5,6,25545.0,7,4
E,E01002452,13.379,17.4,9.700000000000001,17.776743382147426,7,6,25546.0,7,4
E,E01026545,13.45,12.9,9.3,17.77667812068956,7,6,25547.0,7,4
E,E01007831,13.894,11.600000000000001,6.800000000000001,17.776575872070264,7,6,25548.0,7,4
E,E01026484,13.946,11.0,6.5,17.774998748514967,7,6,25549.0,7,4
E,E01019748,13.75,11.1,7.6,17.77426131104696,7,6,25550.0,7,4
E,E01026556,13.199,17.0,10.7,17.773850180868294,7,6,25551.0,7,4
S,S01013179,19.077564659267654,8.0,7.0,17.77161485967018,5,6,25552.0,7,4
E,E01029113,13.32,11.0,10.0,17.769762711916083,7,6,25553.0,7,4
E,E01030652,13.515,15.7,8.9,17.769277607414573,7,6,25554.0,7,4
E,E01029321,14.136,10.299999999999999,5.4,17.768400934165847,7,6,25555.0,7,4
E,E01018824,12.857,19.1,12.6,17.768353098437945,7,6,25556.0,7,4
E,E01029890,13.674,16.7,8.0,17.768213862657227,7,6,25557.0,7,4
E,E01016285,14.188,10.8,5.1,17.766823810610546,6,6,25558.0,7,4
E,E01017255,13.459,12.8,9.2,17.76596456309179,7,6,25559.0,7,4
E,E01033742,13.616,20.7,8.3,17.76245573439541,7,6,25560.0,7,4
E,E01019812,13.385,14.899999999999999,9.6,17.762362198641096,7,6,25561.0,7,4
E,E01017468,13.882,11.600000000000001,6.800000000000001,17.76190536843602,7,6,25562.0,7,4
S,S01012210,21.355345380697237,14.0,11.0,17.761370844479213,4,6,25563.0,7,4
E,E01032117,13.115,19.5,11.1,17.758022396722403,7,6,25564.0,7,4
E,E01006955,13.31,14.399999999999999,10.0,17.75753729222088,7,6,25565.0,7,4
E,E01034739,13.594,16.5,8.4,17.757276246389413,7,6,25566.0,7,4
E,E01030088,13.807,10.4,7.199999999999999,17.757080462015814,7,6,25567.0,7,4
E,E01020283,13.362,18.2,9.700000000000001,17.755960168665585,7,6,25568.0,7,4
E,E01007307,13.077,10.7,11.3,17.754998672527535,7,6,25569.0,7,4
E,E01011931,13.361,15.2,9.700000000000001,17.754737626696066,7,6,25570.0,7,4
E,E01019764,13.609,14.399999999999999,8.3,17.75389794060877,7,6,25571.0,7,4
E,E01018051,13.466,18.8,9.1,17.752805921554984,7,6,25572.0,7,4
E,E01020191,13.981,11.0,6.2,17.75263841147782,7,6,25573.0,7,4
E,E01018810,12.594,11.600000000000001,14.000000000000002,17.750854654982433,7,6,25574.0,7,4
S,S01012400,20.20539519709516,9.0,9.0,17.75077538948596,5,6,25575.0,7,4
S,S01012997,19.633799373835632,11.0,8.0,17.75028004692983,5,6,25576.0,7,4
E,E01012202,13.445,13.600000000000001,9.2,17.74884897551851,7,6,25577.0,7,4
S,S01012494,18.490243354260087,9.0,6.0,17.748771539792568,5,6,25578.0,7,4
E,E01011736,13.427,14.399999999999999,9.3,17.748559655390597,7,6,25579.0,7,4
E,E01010012,13.444,18.9,9.2,17.74762643354899,7,6,25580.0,7,4
E,E01013010,13.3,17.5,10.0,17.74531187252568,7,6,25581.0,7,4
S,S01011700,23.05761753910432,12.0,14.0,17.74507096903932,4,6,25582.0,7,4
E,E01026896,13.654,6.0,8.0,17.743763023266826,7,6,25583.0,7,4
S,S01009856,21.342702661059032,15.0,11.0,17.743403877470925,4,6,25584.0,7,4
E,E01002453,13.528,21.4,8.7,17.741737782371434,7,6,25585.0,7,4
E,E01032789,13.439,22.6,9.2,17.741513723701388,7,6,25586.0,7,4
S,S01008486,19.627456404248235,13.0,8.0,17.741265853103453,5,6,25587.0,7,4
E,E01032039,13.189,15.8,10.6,17.73990832584964,7,6,25588.0,7,4
E,E01016123,13.311,16.3,9.9,17.737043398866952,7,6,25589.0,7,4
E,E01016536,13.062,16.7,11.3,17.73666054298473,7,6,25590.0,7,4
E,E01023605,13.097,22.3,11.1,17.73601664127104,7,6,25591.0,7,4
E,E01028848,13.308,11.799999999999999,9.9,17.733375772958393,7,6,25592.0,7,4
S,S01011759,20.7641072851003,12.0,10.0,17.73296125015185,5,6,25593.0,7,4
E,E01018509,13.432,12.7,9.2,17.73295592991475,7,6,25594.0,7,4
E,E01014310,13.307,18.3,9.9,17.732153230988875,7,6,25595.0,7,4
E,E01033262,14.124,14.099999999999998,5.3,17.732013995208156,7,6,25596.0,7,4
E,E01015719,13.537,22.5,8.6,17.731024224773666,7,6,25597.0,7,4
E,E01021372,13.532,14.7,8.6,17.724911514926063,7,6,25598.0,7,4
E,E01019384,14.277,5.800000000000001,4.3999999999999995,17.723614998633693,6,6,25599.0,7,4
E,E01022875,13.335,20.1,9.700000000000001,17.722951535488544,7,6,25600.0,7,4
E,E01020540,13.601,12.3,8.200000000000001,17.722401169529157,7,6,25601.0,7,4
E,E01022162,13.352,17.4,9.6,17.722018313646934,7,6,25602.0,7,4
E,E01021189,14.08,7.1,5.5,17.72165501919617,7,6,25603.0,7,4
E,E01015672,13.226,15.4,10.299999999999999,17.719993072751542,7,6,25604.0,7,4
E,E01028851,13.705,11.899999999999999,7.6,17.719246922418556,7,6,25605.0,7,4
E,E01033261,14.788,3.2,1.5,17.718557320678457,6,6,25606.0,7,4
E,E01031029,13.259,15.2,10.100000000000001,17.716904087098804,7,6,25607.0,7,4
E,E01034207,13.951,23.799999999999997,6.2,17.71596215239222,7,6,25608.0,7,4
E,E01003694,13.187,19.5,10.5,17.715746806587152,7,6,25609.0,7,4
E,E01016385,13.595,14.899999999999999,8.200000000000001,17.715065917712035,7,6,25610.0,7,4
E,E01007315,13.362,13.700000000000001,9.5,17.71252729801869,7,6,25611.0,7,4
E,E01024522,13.449,14.099999999999998,9.0,17.71030627274969,7,6,25612.0,7,4
S,S01010035,17.891250593389465,6.0,5.0,17.70934154644349,5,6,25613.0,7,4
E,E01030618,13.306,20.5,9.8,17.709214253695905,7,6,25614.0,7,4
E,E01027591,13.98,8.799999999999999,6.0,17.707982998861404,7,6,25615.0,7,4
E,E01013383,13.748,16.3,7.3,17.706666921137572,7,6,25616.0,7,4
E,E01031342,13.197,13.200000000000001,10.4,17.706255790958902,7,6,25617.0,7,4
E,E01017668,13.179,17.4,10.5,17.705966470830994,7,6,25618.0,7,4
S,S01013020,21.31619484435272,11.0,11.0,17.705732784394964,4,6,25619.0,7,4
S,S01009157,20.17306347852893,15.0,9.0,17.704827766077045,5,6,25620.0,7,4
E,E01018808,13.018,19.1,11.4,17.704585131649296,7,6,25621.0,7,4
E,E01029223,13.835,9.1,6.800000000000001,17.70444589586858,7,6,25622.0,7,4
E,E01027860,13.426,15.8,9.1,17.70390424277418,7,6,25623.0,7,4
E,E01031302,13.479,15.4,8.799999999999999,17.703549661188394,7,6,25624.0,7,4
E,E01003270,13.656,15.2,7.8,17.702775236558967,7,6,25625.0,7,4
E,E01032083,13.549,12.7,8.4,17.70226185776101,7,6,25626.0,7,4
E,E01008050,14.063,11.1,5.5,17.70087180571433,7,6,25627.0,7,4
E,E01034423,13.459,18.6,8.9,17.700815257121445,7,6,25628.0,7,4
W,W01001304,17.7,13.0,10.0,17.7,6,6,25632.0,7,4
W,W01000159,17.7,9.0,5.0,17.7,6,6,25632.0,7,4
W,W01000802,17.7,18.0,13.0,17.7,6,6,25632.0,7,4
W,W01000643,17.7,16.0,10.0,17.7,6,6,25632.0,7,4
W,W01000171,17.7,17.0,14.0,17.7,6,6,25632.0,7,4
W,W01001878,17.7,17.0,9.0,17.7,6,6,25632.0,7,4
W,W01001504,17.7,13.0,9.0,17.7,6,6,25632.0,7,4
E,E01015644,13.528,20.8,8.5,17.698304911724534,7,6,25636.0,7,4
E,E01004530,13.367,18.9,9.4,17.696923572542836,7,6,25637.0,7,4
E,E01031979,13.509,14.099999999999998,8.6,17.6967930496271,7,6,25638.0,7,4
